Price,Close
Ticker,RELIANCE.NS
Date,
2022-05-09,1140.583251953125
2022-05-10,1120.813232421875
2022-05-11,1109.331787109375
2022-05-12,1086.731201171875
2022-05-13,1099.050537109375
2022-05-16,1099.3223876953125
2022-05-17,1145.497314453125
2022-05-18,1149.6641845703125
2022-05-19,1123.1685791015625
2022-05-20,1188.660400390625
2022-05-23,1180.7117919921875
2022-05-24,1184.765380859375
2022-05-25,1183.021728515625
2022-05-26,1171.7440185546875
2022-05-27,1166.308837890625
2022-05-30,1206.935546875
2022-05-31,1192.3743896484375
2022-06-01,1192.7593994140625
2022-06-02,1233.8843994140625
2022-06-03,1258.88525390625
2022-06-06,1253.4730224609375
2022-06-07,1255.828125
2022-06-08,1233.7711181640625
2022-06-09,1267.6041259765625
2022-06-10,1229.33251953125
2022-06-13,1206.0750732421875
2022-06-14,1190.3135986328125
2022-06-15,1175.910888671875
2022-06-16,1159.4698486328125
2022-06-17,1173.0574951171875
2022-06-20,1151.79296875
2022-06-21,1170.3851318359375
2022-06-22,1134.8310546875
2022-06-23,1116.419921875
2022-06-24,1132.3175048828125
2022-06-27,1128.9656982421875
2022-06-28,1144.840576171875
2022-06-29,1168.5960693359375
2022-06-30,1175.6165771484375
2022-07-01,1090.943359375
2022-07-04,1093.2078857421875
2022-07-05,1102.0625
2022-07-06,1092.3701171875
2022-07-07,1081.6134033203125
2022-07-08,1083.1080322265625
2022-07-11,1097.82763671875
2022-07-12,1096.2650146484375
2022-07-13,1076.8349609375
2022-07-14,1085.712158203125
2022-07-15,1087.818115234375
2022-07-18,1097.08056640625
2022-07-19,1103.8062744140625
2022-07-20,1133.653564453125
2022-07-21,1126.0897216796875
2022-07-22,1133.6988525390625
2022-07-25,1096.2425537109375
2022-07-26,1096.74072265625
2022-07-27,1095.6990966796875
2022-07-28,1112.8646240234375
2022-07-29,1136.5748291015625
2022-08-01,1166.1956787109375
2022-08-02,1170.6343994140625
2022-08-03,1180.4625244140625
2022-08-04,1164.859619140625
2022-08-05,1147.6939697265625
2022-08-08,1162.708251953125
2022-08-10,1169.66064453125
2022-08-11,1173.5556640625
2022-08-12,1192.5328369140625
2022-08-16,1200.8212890625
2022-08-17,1207.0941162109375
2022-08-18,1209.2833251953125
2022-08-19,1187.7220458984375
2022-08-22,1184.427734375
2022-08-23,1202.6944580078125
2022-08-24,1199.4910888671875
2022-08-25,1195.9921875
2022-08-26,1189.6077880859375
2022-08-29,1180.36083984375
2022-08-30,1198.6729736328125
2022-09-01,1163.4346923828125
2022-09-02,1149.8482666015625
